ISBN	Titulo	 Autor	 Categoria	 Ano
7792-7284-3400-6314	Wipe Out of Rivalry  Bicicleta	Stella Porto	Fantasia	1965
2367-1158-9963-1451	Pillage of Logic  Sofá	Thiago Dias	Fantasia	1945
7282-5556-7791-3969	Streets and Garden  Cadeira	Enrico Martins	Fantasia	1963
1122-4826-7421-6408	Chronicle and Voyage  Peixe	 Diego Peixoto	Fantasia	1941
879-9727-1155-8008	Matter and Day  Basquete	Sabrina Ramos	Fantasia	1933
6854-3927-123-263	Invasion and Nature  Tosse	 Vitor Gabriel Pires	Fantasia	2001
2072-7632-2889-6178	Planet and Chronicle autocarro	Matheus Correia	Fantasia	1919
8181-3967-7044-3966	Chronicle and Law  Copo	Luigi Porto	Fantasia	1973
5612-1615-1555-8084	Raid and Weapons  Cadeira	Raquel Pinto	Fantasia	1944
758-8493-6709-5260	Raid and Fortress  Peixe	 Davi Luiz Silveira	Fantasia	1923
7951-6570-4735-67	Revenge and Empire  Óculos de grau	 Eduardo Moreira	Fantasia	1973
3627-9906-4115-180	Chamber and Whispers  Balé	Emanuelly Costa	Fantasia	1917
1118-8623-2052-9070	Solitude and Salvation  Chifres	 Murilo Rodrigues	Fantasia	1930
5561-6364-6317-5630	Conflict and Shadows autocarro	Lucca Viana	Fantasia	2020
3422-8058-5789-1248	Zombies and Reason  Orelhas	Luiz Fernando Aragao	Fantasia	1943
3168-5465-6648-4588	Power and Gods  Colher	Eloah Peixoto	Fantasia	1990
2783-9099-5190-3474	Souls and Order  Basquete	Eloah Santos	Fantasia	2010
70-3690-7929-9191	Struggle and Mystery  Balé	Maria Julia Lopes	Fantasia	1994
5360-5372-5205-8504	Control and Armor  Chorar	Lorenzo da Conceicao	Fantasia	1997
8212-4042-2062-6075	Stealth and Werewolves  Chocolate	Alicia Nascimento	Fantasia	1994
8161-8529-9565-8435	Dread and Heroes  Galinha	Alexandre Porto	Fantasia	1996
7872-7408-8787-6420	Insanity and Dust  Cachorro	 Ana Sophia Campos	Fantasia	1990
4453-5715-8035-6769	Warside  Sapo	Lucas Silveira	Fantasia	1942
4777-2053-5014-5271	Crossbot  Cadeira	Anthony Monteiro	Fantasia	2012
5866-2095-2305-2022	Dragonpoint  Óculos de grau	 Gustavo Cavalcanti	Fantasia	2007
9241-6130-4022-799	Bladeflight  Basquete	Lucas Gabriel Correia	Fantasia	1958
4327-4056-9137-2070	Bluefire  Beliscão	 Emanuelly Rezende	Fantasia	1928
3457-3780-4398-3863	Backborne  Fogão	Eduarda Teixeira	Fantasia	1995
7803-9972-5485-4885	Clusterplan  Pescador	Stella Alves	Fantasia	1929
8024-4238-5574-71	Bladehunt  Gato	 Gabriel Barros	Fantasia	2019
6286-1133-2571-4936	Emberforce  Colher	Yago Melo	Fantasia	1993
6579-5162-7086-9828	Clusterphobia  Sofá	Maria Luiza da Conceicao	Fantasia	1982
812-8206-9064-3001	Storm Voyage  Pato	 Marcos Vinicius Castro	Infantil	1947
233-9655-156-4936	Cursed Ego  Gato	Joao Guilherme Porto	Infantil	1938
5106-8249-1558-1015	Future Cavern  Controle remoto	Yago Ferreira	Infantil	1976
4634-487-2464-9462	Private Resurrection  Pinguim	Julia Nogueira	Infantil	1947
8870-5499-9281-9047	Battle Realm  Pato	Vitor Gabriel Dias	Infantil	1928
8815-3095-7445-8208	Ghost Road  Escova de dente	Pedro Lucas Caldeira	Infantil	2011
2192-2535-9726-5115	Bad Universe papel	Gustavo Henrique Barros	Infantil	1921
2543-7999-7015-8490	Spirit Cavern  Elevador	Lucas Gabriel Cunha	Infantil	1999
7764-6460-9621-6140	Storm Armada  Elevador	Benjamin Costa	Infantil	2005
3462-7942-510-7513	Angel Evolution  Violão	Maite Goncalves	Infantil	1975
8157-5912-654-6531	Divide of Combat  Gato	Mariane Martins	Infantil	2008
3458-9755-8300-2396	Vengeance of Logic  Espirro	Maria Luiza Ramos	Infantil	1929
8498-9402-9931-6548	Crash of Campaigns  Café	Livia Sales	Infantil	1918
2335-2968-2603-7132	Escape of Vengeance  Colher	Joao Guilherme Barbosa	Infantil	1933
5854-1504-7758-9322	Strife of Immunity autocarro	Rebeca Souza	Infantil	2013
7139-8086-2437-5904	Strike of Reason  Futebol	Joao Almeida	Infantil	1935
2748-7321-6238-7606	Struggle of War  Táxi	Carlos Eduardo da Luz	Infantil	1978
3606-4934-6985-9401	Run of Transgression  Pato	Joana Santos	Infantil	1936
689-9654-603-5586	Protect of Trickery  Orelhas	 Leticia da Cunha	Infantil	1944
9921-2432-5236-8548	Bombard of Enforce  Martelo	 Stephany Lima	Infantil	1935
4231-2220-1520-7330	Home and Sons  Peixe	Sophia Viana	Infantil	2008
2404-8620-1151-5869	Crime and Descent  Elefante	Sophie Jesus	Infantil	1976
4545-8523-4757-7171	Garden and Source  Pescador	 Maria Fernanda Barros	Infantil	2007
618-9088-6934-3911	Words and Source  Notebook	Joao Pedro Costela	Infantil	1912
3775-3351-4359-7337	Embers and Impact  Táxi	Julia Moura	Infantil	1973
5861-1461-7081-4762	Dream and Empire  Chifres	Bianca Fogaca	Infantil	2008
2298-7437-945-3401	Burial and Treasures  Pipa	 Luiz Gustavo Campos	Infantil	1989
196-1422-3488-5327	Words and Impact  Triste	 Luiz Fernando Oliveira	Infantil	1969
8347-3988-8789-1684	Revenge and Fortress papel	Sophia Vieira	Infantil	1944
1652-5556-3227-3761	Knights and Codename  Gato	Helena Jesus	Infantil	1986
9356-6269-4004-3214	Barbarians and Nature  Rato	Raquel Araujo	Infantil	1972
7600-5862-2260-8375	Skulls and Misery  Chorar	 Ana Vitoria Silva	Infantil	1969
6468-6842-7972-4859	Honor and Resistance  Pipa	Pietra Nascimento	Infantil	1976
7486-470-4974-4946	Dust and Vampires  Chorar	Davi Lucca Ribeiro	Infantil	1976
6902-9218-5847-7177	Ambition and Action  Beliscão	Ana Vitoria Barros	Infantil	1993
7152-4164-2512-3306	Action and Rubble  Controle remoto	Isabel Santos	Infantil	1998
2347-5631-7643-6378	Frenzy and Skulls  Gato	Olivia Alves	Infantil	1930
9777-4976-3388-5466	Infinity and Mayhem  Bicicleta	Eloah Castro	Infantil	1919
2827-3541-300-6721	Logic and Heroes  Café	Danilo Pinto	Infantil	1922
8641-4777-731-2232	Freedom and Dragons  Sofá	 Nicolas Alves	Infantil	1996
5745-9737-3729-7496	Dragonlust papel	Bernardo Pinto	Infantil	1917
5503-3640-7269-7401	Fusioncry  Balé	Leonardo Monteiro	Infantil	1987
8384-8795-5720-9045	Blocklight papel	Joao Felipe Rodrigues	Infantil	1989
2467-5555-160-4827	Deltazone  Pinguim	Beatriz Costa	Infantil	2019
2386-777-9889-1309	Warcry  Elefante	Ana Livia Moraes	Infantil	1977
4656-1721-3171-598	Antiscape  Basquete	Amanda das Neves	Infantil	1976
9325-9478-4516-2549	Farsite  Rato	Joao Gabriel Nunes	Infantil	1997
3370-1957-3167-6306	Datablast  Pato	Luiza Cavalcanti	Infantil	1984
8949-9161-5647-5971	Borderrush  Cadeira	Luiza Santos	Infantil	1938
6527-6647-4373-383	Bodystar  Elevador	Natalia Vieira	Infantil	1946
269-6031-8653-5995	Vampire Legacy  Galinha	Bruno Freitas	Terror	1997
7830-3810-6688-6359	Primal Armada  Violão	Francisco Gomes	Terror	1926
9605-6205-3177-7702	Metal Matters  Avião	 Nina Aragao	Terror	1956
3260-8359-253-113	Atomic Impact  Sofá	Leonardo Goncalves	Terror	2014
2150-6991-2476-3070	Death Carnage  Piada	 Cecilia das Neves	Terror	2006
2810-6875-2458-2699	Cursed Complex  Elefante	Lucas Gabriel da Rosa	Terror	1996
602-2497-9266-4381	Mortal Reaver  Escova de dente	Vitoria Cavalcanti	Terror	1943
8595-3167-991-3553	Ghost Games  Tesoura	Maite da Rosa	Terror	1957
1926-1297-3180-10	Bullet Breed  Cadeira	Diogo Goncalves	Terror	1995
44-8479-8156-8776	Brutal Conspiracy  Notebook	Caroline Pires	Terror	1939
2990-8186-3075-2770	Fortify of Combat  Elevador	Ryan Santos	Terror	1969
8071-2696-2134-6452	Arm of Duplicity  Escova de dente	Joao Felipe Mendes	Terror	1964
6672-7809-1582-3747	Struggle of Campaigns  Violão	Fernando Caldeira	Terror	1972
3954-9487-8263-3607	Crash of Combat  Sofá	Antonio da Cruz	Terror	2019
3768-4186-826-3027	Rise of Friction  Pinguim	Caio Correia	Terror	2021
6217-1397-2636-9314	Revolt of Logic  Peixe	Yasmin Castro	Terror	1975
3775-1140-5382-1942	Battle of Regulations  Espirro	Joao Gabriel da Cruz	Terror	1955
7985-6514-7652-5447	Invade of Strife  Cachorro	Nina Carvalho	Terror	1946
5938-7389-7315-8997	Wipe Out of Aggression  Elefante	Caue da Rocha	Terror	1981
6551-8356-3597-7005	Demolish of Logic  Orelhas	 Heloisa Ramos	Terror	1944
1526-5970-8657-3731	Fight and Ghosts  Café	Maria Luiza Rezende	Terror	1916
2931-6423-6779-316	Treasures and Shadow  Táxi	Felipe Melo	Terror	1954
9020-3058-8238-1015	Apocalypse and Days  Elevador	Maysa da Paz	Terror	1928
1967-2056-8320-4302	Knights and Home  Cachorro	 Luiz Otavio Farias	Terror	1942
4310-5863-9272-1452	Fortress and Glitch  Galinha	Sophia das Neves	Terror	2018
2757-2593-4527-4559	Dream and Genocide  Futebol	 Giovanna Novaes	Terror	1966
9301-6764-9207-7180	Hazard and Galaxy  Piada	 Laura Nunes	Terror	1979
4714-7160-5564-6992	Raid and Sons  Martelo	Arthur Fogaca	Terror	1941
54-4387-5231-5375	Symphony and Codename  Basquete	 Davi Lucca da Luz	Terror	2020
1344-8997-4177-9571	Age and Decade  Elefante	Maria Alice Pires	Terror	1981
4930-1035-5532-4190	Innocents and Mutants  Pinguim	Leandro Martins	Terror	1974
6804-8216-7634-1420	Ambition and Lies  Beliscão	Valentina Castro	Terror	1957
1604-5527-3155-4274	Insanity and Nothing  Martelo	Henrique Oliveira	Terror	1968
2997-3248-2292-8677	Nature and Duty  Fogão	Maysa Porto	Terror	2003
9790-7329-5431-9397	Heroes and Fate  Balé	Maria Fernanda Araujo	Terror	2016
7998-5635-7167-4991	Infinity and Mayhem  Basquete	Ana Julia Sales	Terror	1958
5566-9000-1864-2405	Duty and Mutants  Balé	Clarice Cardoso	Terror	1988
8584-6487-5152-3387	Fear and Evil  Notebook	Yago Almeida	Terror	1923
1881-4572-2289-9741	Awe and Mayhem  Pato	Raul Nogueira	Terror	1982
5604-453-100-6119	Reason and Mutants  Sofá	 Bernardo Martins	Terror	2015
1037-5055-6773-8299	Bulletsky  Peixe	Evelyn Oliveira	Terror	1959
2867-3712-1781-7405	Ultrasky  Aplaudir	Vicente Barros	Terror	1999
8707-9543-4769-8186	Blastercraft  Avião	Brenda Viana	Terror	2007
3224-164-1158-7996	Grimmind  Aplaudir	Thomas Caldeira	Terror	2006
1303-849-8589-9415	Biofire  Espirro	Maria Vitoria Peixoto	Terror	1976
9763-3918-2186-2934	Farrush  Tosse	Vitor Caldeira	Terror	1951
2372-3043-9547-7808	Masterdude  Cachorro	Noah Pinto	Terror	2019
4904-6482-85-2245	Fusionspace  Piada	 Murilo Porto	Terror	1957
418-7844-512-5464	Bladespace  Galinha	Sofia Viana	Terror	2017
6405-5534-2469-5788	Datahunt  Violão	 Bernardo Pereira	Terror	1990
4603-2872-5933-7664	Carnivore Matters  Sofá	Daniel Duarte	Humor	2021
4951-6295-9632-1205	Crimson Rising  Elevador	Caroline Moura	Humor	1967
3175-6117-714-1541	Covert Legend  Galinha	Rafael Farias	Humor	1946
7144-4504-8484-6864	Armed Frontier  Chocolate	 Heitor Moura	Humor	1932
7257-3358-86-2605	Cannibal Campaign  Fogão	Julia Monteiro	Humor	1946
248-3948-7002-7843	Zombie Evolution  Avião	Ana das Neves	Humor	1989
2458-7181-3188-9562	Angel Emergency  Piada	Bruno Novaes	Humor	1943
9382-3530-417-9544	Chrome Harvest  Galinha	Joao Guilherme Alves	Humor	1928
4551-1313-7415-4540	Emergency Cavern  Gato	 Isabella da Costa	Humor	2020
4829-6117-9584-4767	Hallowed Warfare  Cadeira	Melissa Melo	Humor	1967
3485-6369-4020-3987	Strife of Truth  Piada	Davi Ribeiro	Humor	1999
5653-4516-7076-2766	Bombard of Democracy  Violão	 Melissa Rodrigues	Humor	1966
9788-2003-1707-1059	Charge of Atonement autocarro	Joao Pedro Rodrigues	Humor	1980
1034-4173-5709-6714	Escape of Stipulation  Lápis	Murilo Martins	Humor	1942
8730-1305-3769-8970	Demolish of Aggression  Cachorro	Emanuella Cunha	Humor	2000
627-9556-5347-8556	Strike of Wrath  Elefante	Davi Almeida	Humor	1982
3414-6420-8729-8807	Fortify of Assault  Chorar	Marcos Vinicius da Mota	Humor	1983
2972-8382-212-954	Counter of Betrayal  Pato	Maria Sophia Ramos	Humor	1944
668-2327-2572-6267	Rescue of Immunity  Espirro	Antonio da Luz	Humor	2014
8476-5801-5528-3912	Defeat of Resitution  Sapo	Luiz Gustavo Cunha	Humor	2009
7561-7144-2131-2669	Garden and Embers  Martelo	Ana Laura Vieira	Humor	1957
9104-9599-6168-1068	Revival and Words  Beliscão	Daniela Cavalcanti	Humor	2007
9967-1885-3990-8317	Order and Decade  Bola	Rebeca Cardoso	Humor	1956
6022-1497-3180-5391	Execution and Shadow papel	Heitor Pereira	Humor	2007
6396-1614-2227-1438	Weapons and Empire  Lápis	 Luiz Miguel Rocha	Humor	2000
7546-9979-2843-7069	Decade and Dynasty  Colher	Barbara Fernandes	Humor	1973
2372-3925-1430-4718	Hunt and Voyage  Celular	Kamilly Azevedo	Humor	1922
3496-4030-9645-5942	Knights and Chamber  Café	Catarina da Mota	Humor	1941
7710-1381-5788-6198	Revenge and Murder  Beliscão	Samuel Araujo	Humor	2000
6729-3135-4949-375	Treasures and Defense  Chorar	Andre da Rosa	Humor	1995
4806-7521-4092-5743	Immortals and Truth  Bola	Gustavo Henrique Nascimento	Humor	1919
9984-8175-3397-5793	Infinity and Vampires  Pinguim	Lorena Moraes	Humor	1943
257-1271-8024-2504	Salvation and Existence  Bebê	Pedro Henrique Oliveira	Humor	2015
3583-229-8394-8905	Evil and Evolution  Sapo	Amanda Santos	Humor	1919
3768-8501-6150-1361	Prototypes and Valor  Pato	Marina Ramos	Humor	1999
3968-3199-4414-1505	Victory and Fear autocarro	Rafaela Rocha	Humor	1934
9412-4647-6514-7696	Faith and Oracles  Bicicleta	Gabriel Barros	Humor	1966
2191-2697-3205-9416	Werewolves and Power  Colher	Camila Rezende	Humor	1988
3478-3786-588-950	Fire and Frenzy  Café	Lorena da Mata	Humor	1980
8539-3913-6935-2811	Logic and Rubble  Sapo	Ana Melo	Humor	1963
2865-9162-2348-6301	Bodybot  Triste	Eloah Monteiro	Humor	1976
6702-8982-9232-966	Ultracry  Galinha	Brenda da Luz	Humor	1942
2016-7923-9153-9863	Alpharage  Bebê	Joao Miguel Goncalves	Humor	2005
9574-5265-8736-9818	Madrush  Pipa	Maria Sophia Lima	Humor	2016
268-1544-5197-264	Emberline  Sapo	 Daniel Nunes	Humor	1920
9896-7770-4612-7246	Ultraphobia  Escova de dente	Marcelo da Mata	Humor	2000
433-9034-9132-9286	Bodyflight  Pescador	Nicole Porto	Humor	1948
2339-786-1016-7006	Bladestar  Colher	Yago Novaes	Humor	1980
7625-1606-2226-5187	Alterdoom  Colher	Thomas Barros	Humor	1919
398-5048-7744-3306	Dreadplan  Lápis	Livia Ferreira	Humor	1928
9832-6567-3823-9	Dark Project  Cadeira	Alicia Cavalcanti	Misterio	1940
8377-2909-2034-2615	Dead Betrayal  Chifres	Yasmin Rocha	Misterio	1961
7353-494-8452-8658	Infinite Alert  Celular	Davi Lucas Castro	Misterio	2008
604-1918-86-9055	Star Breakout  Golfe	Thales Carvalho	Misterio	2011
3773-8753-6608-2088	Warrior Castle  Cachorro	Joaquim Cavalcanti	Misterio	1980
2641-9915-5946-7481	Cold Frontier  Lápis	Pedro Porto	Misterio	1999
4385-6884-7184-4199	Parasite Virus  Pinguim	Joana Ferreira	Misterio	1955
4085-1768-6885-8515	Armageddon Legacy  Gato	 Bryan Dias	Misterio	1956
5739-5890-4938-8373	Werewolf Conflict  Pipa	Valentina da Rocha	Misterio	1922
5909-5021-2383-8587	Soul Predator  Cachorro	 Bernardo da Mota	Misterio	1927
4250-6619-8121-4562	Resist of Heroics  Pular	Lavinia Fogaca	Misterio	1934
9542-681-5902-5516	Retaliate of Law  Violão	Maria Alice da Rocha	Misterio	1981
998-770-1131-3655	Fortify of Resitution  Beliscão	Cecilia Moura	Misterio	1953
6140-9557-5219-8469	Incinerate of Prosecution  Pescador	Kaique da Mota	Misterio	1993
4699-6687-6864-8046	Guard of Truth  Martelo	Luana Moura	Misterio	1916
4596-4342-11-7199	Pillage of Salvation  Óculos de grau	Juan Azevedo	Misterio	1975
164-5635-8122-2965	Divide of Hypocrisy  Martelo	Gabriel Barbosa	Misterio	1937
1218-2516-9733-1052	Rule of Invasion  Pinguim	Eduardo Cardoso	Misterio	1977
4548-7086-4963-3625	Blast of Rule  Bebê	Alicia Barros	Misterio	1986
5462-2896-5119-6542	Counter of Wrath  Sofá	Alexia Cavalcanti	Misterio	1960
3613-839-3327-4935	Symphony and Sons  Beliscão	Carlos Eduardo Teixeira	Misterio	1966
4901-3930-7271-3455	Embers and Hunt  Galinha	Julia Cunha	Misterio	1992
3576-2932-7614-6398	Guns and Escalation  Notebook	 Luiz Henrique Azevedo	Misterio	1979
3855-7327-8807-4297	Echoes and Words  Tosse	 Rafael Costa	Misterio	1984
5777-4944-5184-1231	Days and Age  Violão	Catarina da Mata	Misterio	1921
1392-3406-5804-6565	Power and Force  Pescador	Pietro Moreira	Misterio	1995
5880-5594-700-1346	Remorse and Shadow  Pato	Olivia Carvalho	Misterio	1997
9894-2931-9641-147	Defense and Burial  Chifres	Carlos Eduardo Pinto	Misterio	1920
8806-6771-2408-2533	Weapons and Embers  Pinguim	Clarice Pinto	Misterio	1971
5922-6107-5276-5832	Week and Revenge  Bebê	Natalia Lima	Misterio	1981
9843-525-1121-2513	Barbarians and Nightmares  Rato	Maria Julia Melo	Misterio	1962
7948-5944-3732-1866	Resistance and Harmony  Táxi	Sabrina Pires	Misterio	1983
263-8362-3146-3870	Werewolves and Insanity  Beliscão	 Stella Azevedo	Misterio	1925
5540-9604-5928-8059	Victory and Evolution  Cadeira	Alana Rocha	Misterio	1971
9906-7359-5683-7481	Immortals and Doubt  Pular	 Thales Lima	Misterio	1998
5364-2289-5043-8246	Androids and Liberty  Táxi	Gabriel Fernandes	Misterio	1947
3252-2893-7308-4028	Order and Ambition  Óculos de grau	Gabrielly da Mota	Misterio	1984
5059-1122-3176-7257	Chaos and Duty  Bebê	Mirella da Rocha	Misterio	1921
9704-5085-7193-9709	Resistance and Power  Gato	Lavinia Lima	Misterio	2007
298-9612-9183-365	Power and Misery  Cadeira	Olivia Azevedo	Misterio	1992
4212-2406-4517-5330	Demonworks  Bola	Manuela Peixoto	Misterio	1989
5516-8620-6943-6356	Archephobia  Copo	 Valentina Viana	Misterio	2004
9457-170-6738-342	Madside  Pipa	 Renan da Cruz	Misterio	1917
370-7830-2127-3809	Blockflight  Copo	Luigi Farias	Misterio	1961
1651-2821-2739-6718	Bulletbot  Fogão	 Joaquim Castro	Misterio	2019
5411-2665-4160-2614	Alphaland  Pipa	Sophie das Neves	Misterio	1946
220-1200-8916-2363	Farchase  Pinguim	Leonardo Azevedo	Misterio	2004
7844-7235-364-7312	Warmania  Avião	 Larissa Moreira	Misterio	1952
9063-2185-1596-9263	Dragonstorm  Triste	Anthony Moreira	Misterio	1951
6819-5485-6993-9518	Deltanite  Notebook	Caua Sales	Misterio	1930
3968-7153-5096-4213	Thunder Impact  Rato	 Camila das Neves	Nao-ficcao	1947
9313-3824-5371-2308	Phantom Bounty  Beliscão	 Matheus da Conceicao	Nao-ficcao	1945
4949-8725-590-3478	Human Nightmare  Copo	Evelyn da Mata	Nao-ficcao	2016
5215-8805-7040-1700	Chrome Warfare  Violão	Alexandre da Rosa	Nao-ficcao	1941
6590-4072-4024-8191	Combat Escape  Aplaudir	 Ana Carolina Correia	Nao-ficcao	1961
4856-4679-1377-557	Ghost Cell  Basquete	Emanuella Cunha	Nao-ficcao	2015
8191-2195-6199-5417	Special Assault  Beliscão	Kamilly Viana	Nao-ficcao	1944
7689-9561-3992-8041	Just Call  Sapo	Cecilia Lima	Nao-ficcao	1981
55-8670-8765-3056	Mortal Blade  Colher	Beatriz Martins	Nao-ficcao	1948
8816-1838-2216-1849	Storm Dream  Café	 Raul Castro	Nao-ficcao	1974
7780-1211-9552-2204	Run of Hypocrisy  Bicicleta	Maria Alice Costa	Nao-ficcao	1913
700-6006-4318-8503	Demolish of Vengeance  Tosse	Bianca Moreira	Nao-ficcao	2001
8159-5267-950-4436	Rise of Hypocrisy  Fotógrafo	Davi Lucas Almeida	Nao-ficcao	1954
7453-5421-7573-2311	Battle of Betrayal  Bebê	Renan Fogaca	Nao-ficcao	1956
5449-5941-8966-7733	Resist of Violation  Peixe	Calebe Costela	Nao-ficcao	1992
8362-3199-1469-839	Struggle of Redemption  Pinguim	Yago Souza	Nao-ficcao	1967
9412-3677-618-8008	Breakout of Lies papel	Maria Fernanda Pinto	Nao-ficcao	1935
7424-5421-7419-2723	Clash of Duplicity  Rato	Matheus Lopes	Nao-ficcao	1955
9081-6579-208-7129	Resist of Betrayal papel	Davi Luiz Pereira	Nao-ficcao	1973
6372-4808-436-955	Plan of Lies  Cadeira	 Joao Pedro Lopes	Nao-ficcao	1929
8283-9149-7098-5586	Land and Weapons  Avião	Raul da Conceicao	Nao-ficcao	2004
8467-9076-4295-2005	Barrage and Defense  Orelhas	 Stephany Fernandes	Nao-ficcao	1928
4950-4203-2833-4372	Descent and City  Fogão	Leonardo Martins	Nao-ficcao	1952
3656-9607-9926-6137	Danger and Death  Café	Kaique da Luz	Nao-ficcao	2020
5780-7750-5153-8764	Chronicle and Planet  Golfe	Bianca da Rocha	Nao-ficcao	1917
4577-9456-133-7890	Symphony and Echoes  Celular	Sophia da Cruz	Nao-ficcao	2009
5405-8742-9684-9220	Doom and Rush autocarro	Bianca Nascimento	Nao-ficcao	2013
1778-3695-1383-238	Science and World  Pinguim	Lorena Moura	Nao-ficcao	2011
275-6048-7218-5660	House and Dynasty  Controle remoto	Ana Laura Santos	Nao-ficcao	2006
4622-8806-5750-3174	Danger and Graves  Bebê	 Brenda Freitas	Nao-ficcao	1922
1395-1181-5942-6282	Androids and Nothing  Sapo	 Maria Luiza Dias	Nao-ficcao	1984
1469-8469-6640-6745	Hope and Oracles autocarro	Alana Campos	Nao-ficcao	1952
4311-3424-8026-4662	Sanity and Fortune  Beliscão	Raul Aragao	Nao-ficcao	2005
6256-1866-1542-7592	Vampires and Ambition  Orelhas	Augusto Porto	Nao-ficcao	1975
5036-5163-2921-2225	Stealth and Explosions  Cachorro	 Alana Pires	Nao-ficcao	1923
5366-9279-3623-2726	Stealth and Androids  Chorar	Miguel Monteiro	Nao-ficcao	1992
1220-9046-6457-2122	Order and Gangs papel	Maria da Mata	Nao-ficcao	1943
9807-4536-5086-4152	Fate and Logic  Futebol	Joao Felipe Porto	Nao-ficcao	1930
7565-8728-9125-6598	Warfare and Time  Café	 Vitoria Oliveira	Nao-ficcao	2014
8934-7185-7798-9575	Souls and Misery  Piada	Enzo Moreira	Nao-ficcao	1938
1916-6988-816-3910	Crosscell  Golfe	Catarina Pinto	Nao-ficcao	1935
7409-8183-9689-2625	Bioreign  Chocolate	Caue Rocha	Nao-ficcao	1988
2201-8424-3657-4942	Bloodrain  Galinha	Rafael Moraes	Nao-ficcao	2005
9147-4565-1992-9619	Deadphobia  Escova de dente	Pedro Henrique da Rosa	Nao-ficcao	2013
5394-3995-4113-6733	Bodyblade  Beliscão	 Livia Porto	Nao-ficcao	1974
1334-6686-8513-4716	Borderpoint  Tesoura	Lucas Gabriel Jesus	Nao-ficcao	1985
2857-7444-5586-2971	Warshot  Copo	 Luiz Otavio Moreira	Nao-ficcao	1922
6113-9273-4634-7559	Endorsite  Rato	Davi Caldeira	Nao-ficcao	1972
2858-7758-6480-96	Dreaddude  Pinguim	Thomas da Rocha	Nao-ficcao	1938
8721-106-1126-7268	Archeheart  Triste	Vitor Gabriel da Mota	Romance	1989
2200-9141-2518-7683	Forgotten Barrage  Fotógrafo	Brenda Dias	Romance	1920
12-4433-3856-293	Celestial Warfare  Escova de dente	Pedro Henrique Cunha	Romance	2020
1418-5991-6799-2097	Killing Panic autocarro	Milena Moreira	Romance	1962
4187-7815-9190-138	Ghost Curse  Sofá	Luigi Cardoso	Romance	2022
7293-1639-2030-7557	Blood Age  Copo	Igor Barros	Romance	1971
3314-4743-9062-2204	Android Breakout  Pato	 Caroline Vieira	Romance	1936
1976-368-267-9934	Hallowed Syndrome  Sofá	Pietro Campos	Romance	1986
2739-4979-4287-1276	Soul Elements  Chocolate	Maria Sophia Santos	Romance	1962
1006-5831-4891-8847	Galaxy Bounty  Pinguim	Pedro Lucas da Luz	Romance	1964
993-3565-8078-7138	Storm Agent  Basquete	Pietro Rocha	Romance	1958
8472-2988-2650-7364	Besiege of Reason  Piada	Lavinia Silva	Romance	2008
6836-5472-1669-5141	Strategize of Heroes papel	 Paulo Carvalho	Romance	2018
9043-8965-5623-3218	Strike of Duplicity  Gato	Isis Goncalves	Romance	1921
8994-3325-2957-8037	Knockout of Wrath  Avião	Pietra Melo	Romance	1940
852-1617-8054-2782	Vengeance of Invasion  Aplaudir	Eduarda Souza	Romance	1936
3584-433-8747-6527	Escape of Trickery  Café	 Luigi Martins	Romance	1987
9583-135-2989-1054	Invade of Liberty  Colher	Lorenzo Costela	Romance	1969
1161-6906-2151-2460	Command of Prosecution  Copo	Rafaela Castro	Romance	1974
3602-8072-9929-1946	Resist of Opportunity  Fogão	 Eloah Ribeiro	Romance	2016
6832-5967-1517-5500	Breakout of Resitution  Galinha	 Isis Moura	Romance	1936
5065-1041-9804-482	Streets and Decade  Pipa	Maria Vitoria Correia	Romance	1948
8289-2787-5759-2731	Shadow and Sons  Chocolate	Alicia Campos	Romance	2017
8174-5951-9077-8068	Spells and Quest  Tesoura	 Caue Moura	Romance	1979
15-620-2487-2015	Retribution and Hunt  Basquete	Marcos Vinicius Pinto	Romance	1981
2935-2853-2175-2095	Bridge and Knights  Notebook	Ian Ferreira	Romance	1995
8549-5277-4554-9599	Galaxy and Nature  Espirro	Alicia Cunha	Romance	1965
5035-2228-2139-3734	Chronicle and Space  Martelo	Noah Pires	Romance	1971
8885-2101-4067-6582	Murder and Echoes  Escova de dente	 Erick Carvalho	Romance	1938
1653-9076-9106-5995	Destruction and Command  Lápis	Rodrigo Pereira	Romance	1980
313-8156-1030-9720	Doom and Cult  Orelhas	Caroline Oliveira	Romance	1996
3925-4460-1004-4965	Heroes and Stealth  Sofá	Mariane Barbosa	Romance	1959
7752-9632-6171-1777	Souls and Sanity  Tesoura	Pedro Lucas Moura	Romance	1985
7385-9721-5554-9656	Innocents and Skeletons  Pescador	Davi Sales	Romance	2020
4816-5173-5030-7337	Doubt and Nightmares  Orelhas	Luigi Teixeira	Romance	1928
1243-2838-9762-1181	Demons and Chaos  Golfe	Maria Azevedo	Romance	2011
5002-3071-5086-8968	Ambition and Riddles  Elefante	Benjamin da Mata	Romance	1989
9867-5452-6168-9955	Struggle and Hope  Orelhas	Pedro Lucas Monteiro	Romance	1966
9133-2358-4224-1539	Treason and Oracles  Notebook	Gustavo Henrique Peixoto	Romance	1974
2357-6855-4942-9451	Sacrifice and Control  Avião	 Erick Castro	Romance	1990
3653-590-6687-5178	Doubt and Disarray  Bola	Antonio da Mata	Romance	1927
